ID,Description,Data_type,Method_WES,N_WES,N_Case_WES,N_Control_WES,Gender_specific,URL
20003_1140869276,Treatment/medication code: micronor tablet,Binary,LR,46191,55,46136,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140869276.fastGWA.gz
20003_1140876076,Treatment/medication code: flixonase 50micrograms aqueous nasal spray,Binary,LR,46191,167,46024,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140876076.fastGWA.gz
20003_1187,Treatment/medication code: chondroitin product,Binary,LR,46191,608,45583,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1187.fastGWA.gz
20003_1140883504,Treatment/medication code: cetirizine,Binary,MLM,46191,580,45611,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140883504.fastGWA.gz
20003_1197,Treatment/medication code: evening primrose oil product,Binary,LR,46191,64,46127,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1197.fastGWA.gz
20003_1140909806,Treatment/medication code: dosulepin,Binary,LR,46191,140,46051,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140909806.fastGWA.gz
20003_1141173348,Treatment/medication code: hydroxocobalamin,Binary,LR,46191,30,46161,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141173348.fastGWA.gz
20003_1140926934,Treatment/medication code: tamsulosin,Binary,LR,46191,411,45780,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140926934.fastGWA.gz
20003_1140879778,Treatment/medication code: doxazosin,Binary,LR,46191,504,45687,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140879778.fastGWA.gz
20003_1140871266,Treatment/medication code: arthrotec tablet,Binary,LR,46191,59,46132,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140871266.fastGWA.gz
20003_1140883476,Treatment/medication code: procyclidine,Binary,LR,46191,11,46180,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140883476.fastGWA.gz
20003_1140870422,Treatment/medication code: folic acid product,Binary,LR,46191,385,45806,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140870422.fastGWA.gz
20003_1140884700,Treatment/medication code: trimovate ointment,Binary,LR,46191,33,46158,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140884700.fastGWA.gz
20003_1140884600,Treatment/medication code: metformin,Binary,MLM,46191,1202,44989,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140884600.fastGWA.gz
20003_1141177526,Treatment/medication code: esomeprazole,Binary,LR,46191,157,46034,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141177526.fastGWA.gz
20003_1140922562,Treatment/medication code: femoston 1/10 tablet,Binary,LR,46191,89,46102,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140922562.fastGWA.gz
20003_1140860696,Treatment/medication code: lisinopril,Binary,LR,46191,969,45222,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140860696.fastGWA.gz
20003_1141156644,Treatment/medication code: elleste duet conti tablet,Binary,LR,46191,86,46105,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141156644.fastGWA.gz
20003_1140926732,Treatment/medication code: meloxicam,Binary,LR,46191,99,46092,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140926732.fastGWA.gz
20003_1140876136,Treatment/medication code: beconase 50micrograms nasal spray,Binary,LR,46191,300,45891,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140876136.fastGWA.gz
20003_1140872200,Treatment/medication code: epilim 100mg crushable tablet,Binary,LR,46191,61,46130,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140872200.fastGWA.gz
20003_1140884412,Treatment/medication code: sumatriptan,Binary,LR,46191,151,46040,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140884412.fastGWA.gz
20003_1140923346,Treatment/medication code: co-codamol,Binary,LR,46191,1034,45157,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140923346.fastGWA.gz
20003_1141150944,Treatment/medication code: nasonex 0.05% aqueous nasal spray,Binary,LR,46191,287,45904,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141150944.fastGWA.gz
20003_1140884444,Treatment/medication code: codeine,Binary,MLM,46191,183,46008,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140884444.fastGWA.gz
20003_1140862628,Treatment/medication code: piriton 4mg tablet,Binary,LR,46191,64,46127,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140862628.fastGWA.gz
20003_1141176668,Treatment/medication code: celebrex 100mg capsule,Binary,LR,46191,37,46154,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141176668.fastGWA.gz
20003_1140882618,Treatment/medication code: diprosalic ointment,Binary,LR,46191,17,46174,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140882618.fastGWA.gz
20003_1141193282,Treatment/medication code: olmesartan,Binary,LR,46191,33,46158,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141193282.fastGWA.gz
20003_1140874370,Treatment/medication code: aciclovir,Binary,LR,46191,45,46146,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140874370.fastGWA.gz
20003_1140861090,Treatment/medication code: adalat 5mg capsule,Binary,LR,46191,65,46126,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140861090.fastGWA.gz
20003_1140873548,Treatment/medication code: oxytetracycline,Binary,LR,46191,145,46046,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140873548.fastGWA.gz
20003_1140923022,Treatment/medication code: arimidex 1mg tablet,Binary,LR,46191,72,46119,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140923022.fastGWA.gz
20003_1140917034,Treatment/medication code: airomir 100micrograms cfc-free inhaler,Binary,LR,46191,15,46176,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140917034.fastGWA.gz
20003_1141176288,Treatment/medication code: azopt 10mg/ml eye drops,Binary,LR,46191,18,46173,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141176288.fastGWA.gz
20003_1141164616,Treatment/medication code: protium 20mg e/c tablet,Binary,LR,46191,10,46181,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141164616.fastGWA.gz
20003_1140867726,Treatment/medication code: lofepramine,Binary,LR,46191,29,46162,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140867726.fastGWA.gz
20003_1141146138,Treatment/medication code: lipitor 10mg tablet,Binary,LR,46191,327,45864,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141146138.fastGWA.gz
20003_1140870390,Treatment/medication code: ferrous sulphate,Binary,LR,46191,210,45981,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140870390.fastGWA.gz
20003_1141180140,Treatment/medication code: etoricoxib,Binary,LR,46191,50,46141,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141180140.fastGWA.gz
20003_1140871050,Treatment/medication code: calcichew d3 tablet,Binary,MLM,46191,474,45717,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140871050.fastGWA.gz
20003_1140911658,Treatment/medication code: imigran 50mg tablet,Binary,LR,46191,70,46121,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140911658.fastGWA.gz
20003_1141153006,Treatment/medication code: aprovel 75mg tablet,Binary,LR,46191,47,46144,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141153006.fastGWA.gz
20003_1140884672,Treatment/medication code: fludrocortisone,Binary,LR,46191,17,46174,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140884672.fastGWA.gz
20003_1140878226,Treatment/medication code: diprobase cream,Binary,LR,46191,80,46111,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140878226.fastGWA.gz
20003_1141176732,Treatment/medication code: carbomers,Binary,LR,46191,29,46162,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141176732.fastGWA.gz
20003_1140882694,Treatment/medication code: betnovate cream,Binary,LR,46191,141,46050,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140882694.fastGWA.gz
20003_1140879774,Treatment/medication code: alfuzosin,Binary,LR,46191,132,46059,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140879774.fastGWA.gz
20003_1140870954,Treatment/medication code: vitamin d product,Binary,LR,46191,158,46033,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140870954.fastGWA.gz
20003_1140884654,Treatment/medication code: beclomethasone,Binary,LR,46191,203,45988,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140884654.fastGWA.gz
20003_1141171152,Treatment/medication code: cardicor 1.25mg tablet,Binary,LR,46191,27,46164,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141171152.fastGWA.gz
20003_1203,Treatment/medication code: aloe vera product,Binary,LR,46191,40,46151,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1203.fastGWA.gz
20003_1140874744,Treatment/medication code: gliclazide,Binary,MLM,46191,399,45792,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140874744.fastGWA.gz
20003_1140911636,Treatment/medication code: kalms tablet,Binary,LR,46191,11,46180,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140911636.fastGWA.gz
20003_1140923350,Treatment/medication code: co-dydramol,Binary,LR,46191,254,45937,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140923350.fastGWA.gz
20003_1141146188,Treatment/medication code: latanoprost,Binary,LR,46191,73,46118,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141146188.fastGWA.gz
20003_1140865350,Treatment/medication code: fybogel mebeverine sachet,Binary,LR,46191,68,46123,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140865350.fastGWA.gz
20003_1140862772,Treatment/medication code: loratadine,Binary,MLM,46191,427,45764,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140862772.fastGWA.gz
20003_1140865786,Treatment/medication code: bisacodyl,Binary,LR,46191,14,46177,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140865786.fastGWA.gz
20003_1140909708,Treatment/medication code: furosemide,Binary,LR,46191,304,45887,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140909708.fastGWA.gz
20003_1140861958,Treatment/medication code: simvastatin,Binary,LR,46191,5423,40768,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140861958.fastGWA.gz
20003_1141192740,Treatment/medication code: ezetrol 10mg tablet,Binary,LR,46191,95,46096,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141192740.fastGWA.gz
20003_1140917428,Treatment/medication code: angitil sr 90 m/r capsule,Binary,LR,46191,21,46170,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140917428.fastGWA.gz
20003_1140921822,Treatment/medication code: mirena 20mcg/24hrs intrauterine system,Binary,LR,46191,66,46125,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140921822.fastGWA.gz
20003_1140869176,Treatment/medication code: logynon tablet,Binary,LR,46191,18,46173,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140869176.fastGWA.gz
20003_1140883548,Treatment/medication code: ipratropium,Binary,LR,46191,82,46109,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140883548.fastGWA.gz
20003_1141146198,Treatment/medication code: xalatan 0.005% eye drops,Binary,LR,46191,136,46055,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141146198.fastGWA.gz
20003_1140852976,Treatment/medication code: multivitamins,Binary,MLM,46191,1382,44809,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140852976.fastGWA.gz
20003_1140874420,Treatment/medication code: quinine,Binary,MLM,46191,289,45902,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140874420.fastGWA.gz
20003_1140883066,Treatment/medication code: insulin product,Binary,LR,46191,429,45762,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140883066.fastGWA.gz
20003_1140879842,Treatment/medication code: propranolol,Binary,LR,46191,330,45861,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140879842.fastGWA.gz
20003_1140884516,Treatment/medication code: thyroxine product,Binary,MLM,46191,455,45736,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140884516.fastGWA.gz
20003_1140888266,Treatment/medication code: warfarin,Binary,LR,46191,451,45740,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140888266.fastGWA.gz
20003_1140888502,Treatment/medication code: amiodarone,Binary,LR,46191,28,46163,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140888502.fastGWA.gz
20003_1140861120,Treatment/medication code: coracten sr 10mg m/r capsule,Binary,LR,46191,15,46176,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140861120.fastGWA.gz
20003_1141146606,Treatment/medication code: calcium carbonate+cholecalciferol 1.25g/200iu tablet,Binary,LR,46191,91,46100,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141146606.fastGWA.gz
20003_1140873642,Treatment/medication code: azithromycin,Binary,LR,46191,23,46168,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140873642.fastGWA.gz
20003_1140861138,Treatment/medication code: adizem-60 m/r tablet,Binary,LR,46191,35,46156,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140861138.fastGWA.gz
20003_1140867876,Treatment/medication code: prozac 20mg capsule,Binary,LR,46191,47,46144,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140867876.fastGWA.gz
20003_1140879430,Treatment/medication code: domperidone,Binary,LR,46191,93,46098,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140879430.fastGWA.gz
20003_1140860806,Treatment/medication code: ramipril,Binary,MLM,46191,2495,43696,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140860806.fastGWA.gz
20003_1141167594,Treatment/medication code: qvar 50 inhaler,Binary,LR,46191,226,45965,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141167594.fastGWA.gz
20003_1140883664,Treatment/medication code: pizotifen,Binary,LR,46191,63,46128,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140883664.fastGWA.gz
20003_1141150750,Treatment/medication code: brimonidine tartrate,Binary,LR,46191,14,46177,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141150750.fastGWA.gz
20003_1141168326,Treatment/medication code: kliovance 1mg/0.5mg tablet,Binary,LR,46191,77,46114,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141168326.fastGWA.gz
20003_1140863202,Treatment/medication code: temazepam,Binary,LR,46191,79,46112,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140863202.fastGWA.gz
20003_1140910494,Treatment/medication code: b12 - hydroxocobalamin prep,Binary,LR,46191,27,46164,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140910494.fastGWA.gz
20003_1141172492,Treatment/medication code: micardis 20mg tablet,Binary,LR,46191,13,46178,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141172492.fastGWA.gz
20003_1141172924,Treatment/medication code: desloratadine,Binary,LR,46191,72,46119,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141172924.fastGWA.gz
20003_1140865396,Treatment/medication code: buscopan 10mg tablet,Binary,LR,46191,49,46142,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140865396.fastGWA.gz
20003_1140874866,Treatment/medication code: carbimazole,Binary,LR,46191,29,46162,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140874866.fastGWA.gz
20003_1140911732,Treatment/medication code: garlic product,Binary,LR,46191,494,45697,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140911732.fastGWA.gz
20003_1141152732,Treatment/medication code: mirtazapine,Binary,LR,46191,131,46060,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141152732.fastGWA.gz
20003_1140861998,Treatment/medication code: ventolin 100micrograms inhaler,Binary,LR,46191,1637,44554,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140861998.fastGWA.gz
20003_1141153490,Treatment/medication code: amisulpride,Binary,LR,46191,9,46182,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141153490.fastGWA.gz
20003_1140869848,Treatment/medication code: methotrexate,Binary,LR,46191,275,45916,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140869848.fastGWA.gz
20003_1141145812,Treatment/medication code: minerals - magnesium,Binary,LR,46191,130,46061,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141145812.fastGWA.gz
20003_1141193346,Treatment/medication code: olmetec 10mg tablet,Binary,LR,46191,17,46174,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141193346.fastGWA.gz
20003_1140882782,Treatment/medication code: dermovate cream,Binary,LR,46191,69,46122,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140882782.fastGWA.gz
20003_1140888560,Treatment/medication code: perindopril,Binary,LR,46191,503,45688,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140888560.fastGWA.gz
20003_1140869362,Treatment/medication code: femulen tablet,Binary,LR,46191,31,46160,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140869362.fastGWA.gz
20003_1140879620,Treatment/medication code: clomipramine,Binary,LR,46191,26,46165,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140879620.fastGWA.gz
20003_1140928916,Treatment/medication code: olanzapine,Binary,LR,46191,42,46149,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140928916.fastGWA.gz
20003_1140871542,Treatment/medication code: mefenamic acid,Binary,LR,46191,48,46143,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140871542.fastGWA.gz
20003_1140862168,Treatment/medication code: bricanyl 250mcg inhaler,Binary,LR,46191,127,46064,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140862168.fastGWA.gz
20003_1140870164,Treatment/medication code: tamoxifen,Binary,LR,46191,167,46024,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140870164.fastGWA.gz
20003_1141181594,Treatment/medication code: estriol product,Binary,LR,46191,22,46169,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141181594.fastGWA.gz
20003_1141157486,Treatment/medication code: salbutamol product,Binary,LR,46191,81,46110,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141157486.fastGWA.gz
20003_1193,Treatment/medication code: omega-3/fish oil supplement,Binary,MLM,46191,1473,44718,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1193.fastGWA.gz
20003_1140909726,Treatment/medication code: vitamin c product,Binary,LR,46191,465,45726,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140909726.fastGWA.gz
20003_1140878530,Treatment/medication code: canesten 1% cream,Binary,LR,46191,10,46181,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140878530.fastGWA.gz
20003_1141181700,Treatment/medication code: estradiol product,Binary,LR,46191,90,46101,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141181700.fastGWA.gz
20003_1140882498,Treatment/medication code: penicillin,Binary,LR,46191,23,46168,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140882498.fastGWA.gz
20003_1140869036,Treatment/medication code: ovestin 0.1% vaginal cream,Binary,LR,46191,22,46169,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140869036.fastGWA.gz
20003_1141194800,Treatment/medication code: bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet,Binary,LR,46191,4,46187,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141194800.fastGWA.gz
20003_1141152998,Treatment/medication code: irbesartan,Binary,LR,46191,334,45857,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141152998.fastGWA.gz
20003_1141180226,Treatment/medication code: amoxicillin,Binary,LR,46191,33,46158,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141180226.fastGWA.gz
20003_1141174520,Treatment/medication code: symbicort 100/6 turbohaler,Binary,LR,46191,458,45733,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141174520.fastGWA.gz
20003_1140883968,Treatment/medication code: carmellose,Binary,LR,46191,27,46164,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140883968.fastGWA.gz
20003_1140909954,Treatment/medication code: acyclovir,Binary,LR,46191,17,46174,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140909954.fastGWA.gz
20003_1140861276,Treatment/medication code: lacidipine,Binary,MLM,46191,52,46139,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140861276.fastGWA.gz
20003_1140876592,Treatment/medication code: multivitamin+mineral preparations,Binary,LR,46191,512,45679,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140876592.fastGWA.gz
20003_1141180314,Treatment/medication code: ibandronic acid,Binary,LR,46191,38,46153,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141180314.fastGWA.gz
20003_1140862572,Treatment/medication code: budesonide,Binary,LR,46191,114,46077,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140862572.fastGWA.gz
20003_1140862236,Treatment/medication code: atrovent 20micrograms inhaler,Binary,LR,46191,75,46116,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140862236.fastGWA.gz
20003_1141192736,Treatment/medication code: ezetimibe,Binary,LR,46191,274,45917,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141192736.fastGWA.gz
20003_1141146428,Treatment/medication code: fexofenadine,Binary,LR,46191,175,46016,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141146428.fastGWA.gz
20003_1140866804,Treatment/medication code: inderal 10mg tablet,Binary,LR,46191,11,46180,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140866804.fastGWA.gz
20003_2038459704,Treatment/medication code: carbamazepine,Binary,LR,46191,65,46126,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_2038459704.fastGWA.gz
20003_1141180148,Treatment/medication code: arcoxia 60mg tablet,Binary,LR,46191,15,46176,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141180148.fastGWA.gz
20003_1140866800,Treatment/medication code: half-inderal la 80mg m/r capsule,Binary,LR,46191,13,46178,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140866800.fastGWA.gz
20003_1140888074,Treatment/medication code: clobetasol,Binary,LR,46191,8,46183,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140888074.fastGWA.gz
20003_1141184748,Treatment/medication code: levocetirizine,Binary,LR,46191,37,46154,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141184748.fastGWA.gz
20003_1140861832,Treatment/medication code: tranexamic acid,Binary,LR,46191,59,46132,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140861832.fastGWA.gz
20003_1140874852,Treatment/medication code: thyroxine sodium,Binary,LR,46191,179,46012,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140874852.fastGWA.gz
20003_1140911734,Treatment/medication code: ginkgo forte tablet,Binary,LR,46191,249,45942,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140911734.fastGWA.gz
20003_1140868816,Treatment/medication code: desmopressin,Binary,LR,46191,8,46183,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140868816.fastGWA.gz
20003_1141168318,Treatment/medication code: clopidogrel,Binary,LR,46191,304,45887,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141168318.fastGWA.gz
20003_1141187818,Treatment/medication code: cialis 20mg tablet,Binary,LR,46191,17,46174,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141187818.fastGWA.gz
20003_1199,Treatment/medication code: food supplement/plant/herbal extract,Binary,LR,46191,210,45981,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1199.fastGWA.gz
20003_1140927328,Treatment/medication code: terbinafine,Binary,LR,46191,92,46099,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140927328.fastGWA.gz
20003_1140864992,Treatment/medication code: tramadol,Binary,MLM,46191,450,45741,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140864992.fastGWA.gz
20003_1140881702,Treatment/medication code: adalate 10mg capsule,Binary,LR,46191,23,46168,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140881702.fastGWA.gz
20003_1140861924,Treatment/medication code: bezafibrate,Binary,LR,46191,37,46154,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140861924.fastGWA.gz
20003_1140865010,Treatment/medication code: viscotears liquid eye gel,Binary,LR,46191,103,46088,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140865010.fastGWA.gz
20003_1140909766,Treatment/medication code: multivitamins capsule,Binary,LR,46191,32,46159,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140909766.fastGWA.gz
20003_2038460076,Treatment/medication code: phenytoin,Binary,LR,46191,36,46155,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_2038460076.fastGWA.gz
20003_1141180342,Treatment/medication code: beclometasone dipropionate+salbutamol,Binary,LR,46191,24,46167,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141180342.fastGWA.gz
20003_1141176832,Treatment/medication code: seretide 50 evohaler,Binary,LR,46191,869,45322,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141176832.fastGWA.gz
20003_1140861954,Treatment/medication code: fenofibrate,Binary,LR,46191,72,46119,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140861954.fastGWA.gz
20003_1141179992,Treatment/medication code: dovobet ointment,Binary,LR,46191,60,46131,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141179992.fastGWA.gz
20003_1141180662,Treatment/medication code: zirtek allergy 10mg tablet,Binary,LR,46191,4,46187,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141180662.fastGWA.gz
20003_1141180036,Treatment/medication code: fybogel orange s/f granules,Binary,LR,46191,71,46120,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141180036.fastGWA.gz
20003_1140862086,Treatment/medication code: salamol 100micrograms inhaler,Binary,LR,46191,185,46006,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140862086.fastGWA.gz
20003_1140911638,Treatment/medication code: kelp+garlic product,Binary,LR,46191,16,46175,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140911638.fastGWA.gz
20003_1140865426,Treatment/medication code: cimetidine,Binary,LR,46191,12,46179,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140865426.fastGWA.gz
20003_1140868482,Treatment/medication code: tibolone,Binary,LR,46191,99,46092,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140868482.fastGWA.gz
20003_1140864950,Treatment/medication code: bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet,Binary,LR,46191,19,46172,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140864950.fastGWA.gz
20003_1140866122,Treatment/medication code: bendrofluazide,Binary,LR,46191,115,46076,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140866122.fastGWA.gz
20003_1140872072,Treatment/medication code: tegretol 100mg tablet,Binary,LR,46191,88,46103,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140872072.fastGWA.gz
20003_1140888098,Treatment/medication code: fluticasone,Binary,LR,46191,267,45924,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140888098.fastGWA.gz
20003_1140864196,Treatment/medication code: climagest 1mg tablet,Binary,LR,46191,37,46154,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1140864196.fastGWA.gz
20003_1141176662,Treatment/medication code: celecoxib,Binary,LR,46191,38,46153,,http://data.qld.edu.au/public/Q1031/UKB_WES/20003_1141176662.fastGWA.gz
