ID,Description,Data_type,Method_WES,N_WES,N_Case_WES,N_Control_WES,Gender_specific,URL
25726,Weighted-mean ISOVF in tract superior longitudinal fasciculus (right),Continuous,MLM,9856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25726.v1.fastGWA.gz
25727,Weighted-mean ISOVF in tract superior thalamic radiation (left),Continuous,MLM,9856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25727.v1.fastGWA.gz
25728,Weighted-mean ISOVF in tract superior thalamic radiation (right),Continuous,MLM,9856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25728.v1.fastGWA.gz
25729,Weighted-mean ISOVF in tract uncinate fasciculus (left),Continuous,MLM,9856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25729.v1.fastGWA.gz
25730,Weighted-mean ISOVF in tract uncinate fasciculus (right),Continuous,LR,9856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25730.v1.fastGWA.gz
25731,Discrepancy between T1 brain image and standard-space brain template (linearly-aligned),Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25731.v1.fastGWA.gz
25732,Discrepancy between T1 brain image and standard-space brain template (nonlinearly-aligned),Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25732.v1.fastGWA.gz
25733,Amount of warping applied to non-linearly align T1 brain image to standard-space,Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25733.v1.fastGWA.gz
25734,Inverted signal-to-noise ratio in T1,Continuous,LR,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25734.v1.fastGWA.gz
25735,Inverted contrast-to-noise ratio in T1,Continuous,LR,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25735.v1.fastGWA.gz
25736,Discrepancy between T2 FLAIR brain image and T1 brain image,Continuous,MLM,10183,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25736.v1.fastGWA.gz
25738,Discrepancy between SWI brain image and T1 brain image,Continuous,LR,10080,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25738.v1.fastGWA.gz
25739,Discrepancy between rfMRI brain image and T1 brain image,Continuous,MLM,10305,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25739.v1.fastGWA.gz
25740,Discrepancy between tfMRI brain image and T1 brain image,Continuous,MLM,9815,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25740.v1.fastGWA.gz
25741,Mean rfMRI head motion, averaged across space and time points,Continuous,MLM,10305,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25741.v1.fastGWA.gz
25742,Mean tfMRI head motion, averaged across space and time points,Continuous,MLM,9815,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25742.v1.fastGWA.gz
25743,Inverted temporal signal-to-noise ratio in pre-processed rfMRI,Continuous,LR,10305,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25743.v1.fastGWA.gz
25744,Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI,Continuous,LR,10304,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25744.v1.fastGWA.gz
25745,Inverted temporal signal-to-noise ratio in pre-processed tfMRI,Continuous,MLM,9815,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25745.v1.fastGWA.gz
25761,90th percentile of BOLD effect (in group-defined mask) for shapes activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25761.v1.fastGWA.gz
25762,90th percentile of z-statistic (in group-defined mask) for shapes activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25762.v1.fastGWA.gz
25763,90th percentile of BOLD effect (in group-defined mask) for faces activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25763.v1.fastGWA.gz
25764,90th percentile of z-statistic (in group-defined mask) for faces activation,Continuous,MLM,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25764.v1.fastGWA.gz
25765,90th percentile of BOLD effect (in group-defined mask) for faces-shapes contrast,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25765.v1.fastGWA.gz
25766,90th percentile of z-statistic (in group-defined mask) for faces-shapes contrast,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25766.v1.fastGWA.gz
25767,90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25767.v1.fastGWA.gz
25768,90th percentile of z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25768.v1.fastGWA.gz
25781,Total volume of white matter hyperintensities (from T1 and T2_FLAIR images),Continuous,LR,10178,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25781.v1.fastGWA.gz
25782,Volume of grey matter in Frontal Pole (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25782.v1.fastGWA.gz
25783,Volume of grey matter in Frontal Pole (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25783.v1.fastGWA.gz
25784,Volume of grey matter in Insular Cortex (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25784.v1.fastGWA.gz
25785,Volume of grey matter in Insular Cortex (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25785.v1.fastGWA.gz
25786,Volume of grey matter in Superior Frontal Gyrus (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25786.v1.fastGWA.gz
25787,Volume of grey matter in Superior Frontal Gyrus (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25787.v1.fastGWA.gz
25788,Volume of grey matter in Middle Frontal Gyrus (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25788.v1.fastGWA.gz
25789,Volume of grey matter in Middle Frontal Gyrus (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25789.v1.fastGWA.gz
25790,Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25790.v1.fastGWA.gz
25791,Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25791.v1.fastGWA.gz
25792,Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25792.v1.fastGWA.gz
25793,Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25793.v1.fastGWA.gz
25794,Volume of grey matter in Precentral Gyrus (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25794.v1.fastGWA.gz
25795,Volume of grey matter in Precentral Gyrus (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25795.v1.fastGWA.gz
25796,Volume of grey matter in Temporal Pole (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25796.v1.fastGWA.gz
25797,Volume of grey matter in Temporal Pole (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25797.v1.fastGWA.gz
25798,Volume of grey matter in Superior Temporal Gyrus, anterior division (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25798.v1.fastGWA.gz
25799,Volume of grey matter in Superior Temporal Gyrus, anterior division (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25799.v1.fastGWA.gz
25800,Volume of grey matter in Superior Temporal Gyrus, posterior division (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25800.v1.fastGWA.gz
25801,Volume of grey matter in Superior Temporal Gyrus, posterior division (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25801.v1.fastGWA.gz
25802,Volume of grey matter in Middle Temporal Gyrus, anterior division (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25802.v1.fastGWA.gz
25803,Volume of grey matter in Middle Temporal Gyrus, anterior division (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25803.v1.fastGWA.gz
25804,Volume of grey matter in Middle Temporal Gyrus, posterior division (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25804.v1.fastGWA.gz
25805,Volume of grey matter in Middle Temporal Gyrus, posterior division (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25805.v1.fastGWA.gz
25806,Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25806.v1.fastGWA.gz
25807,Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25807.v1.fastGWA.gz
25808,Volume of grey matter in Inferior Temporal Gyrus, anterior division (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25808.v1.fastGWA.gz
25809,Volume of grey matter in Inferior Temporal Gyrus, anterior division (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25809.v1.fastGWA.gz
25810,Volume of grey matter in Inferior Temporal Gyrus, posterior division (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25810.v1.fastGWA.gz
25811,Volume of grey matter in Inferior Temporal Gyrus, posterior division (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25811.v1.fastGWA.gz
25812,Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25812.v1.fastGWA.gz
25813,Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25813.v1.fastGWA.gz
25814,Volume of grey matter in Postcentral Gyrus (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25814.v1.fastGWA.gz
25815,Volume of grey matter in Postcentral Gyrus (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25815.v1.fastGWA.gz
25816,Volume of grey matter in Superior Parietal Lobule (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25816.v1.fastGWA.gz
25817,Volume of grey matter in Superior Parietal Lobule (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25817.v1.fastGWA.gz
25818,Volume of grey matter in Supramarginal Gyrus, anterior division (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25818.v1.fastGWA.gz
25819,Volume of grey matter in Supramarginal Gyrus, anterior division (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25819.v1.fastGWA.gz
25820,Volume of grey matter in Supramarginal Gyrus, posterior division (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25820.v1.fastGWA.gz
25821,Volume of grey matter in Supramarginal Gyrus, posterior division (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25821.v1.fastGWA.gz
25822,Volume of grey matter in Angular Gyrus (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25822.v1.fastGWA.gz
25823,Volume of grey matter in Angular Gyrus (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25823.v1.fastGWA.gz
25824,Volume of grey matter in Lateral Occipital Cortex, superior division (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25824.v1.fastGWA.gz
25825,Volume of grey matter in Lateral Occipital Cortex, superior division (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25825.v1.fastGWA.gz
25826,Volume of grey matter in Lateral Occipital Cortex, inferior division (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25826.v1.fastGWA.gz
25827,Volume of grey matter in Lateral Occipital Cortex, inferior division (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25827.v1.fastGWA.gz
25828,Volume of grey matter in Intracalcarine Cortex (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25828.v1.fastGWA.gz
25829,Volume of grey matter in Intracalcarine Cortex (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25829.v1.fastGWA.gz
25830,Volume of grey matter in Frontal Medial Cortex (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25830.v1.fastGWA.gz
25831,Volume of grey matter in Frontal Medial Cortex (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25831.v1.fastGWA.gz
25832,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25832.v1.fastGWA.gz
25833,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25833.v1.fastGWA.gz
25834,Volume of grey matter in Subcallosal Cortex (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25834.v1.fastGWA.gz
25835,Volume of grey matter in Subcallosal Cortex (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25835.v1.fastGWA.gz
25836,Volume of grey matter in Paracingulate Gyrus (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25836.v1.fastGWA.gz
25837,Volume of grey matter in Paracingulate Gyrus (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25837.v1.fastGWA.gz
25838,Volume of grey matter in Cingulate Gyrus, anterior division (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25838.v1.fastGWA.gz
25839,Volume of grey matter in Cingulate Gyrus, anterior division (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25839.v1.fastGWA.gz
25840,Volume of grey matter in Cingulate Gyrus, posterior division (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25840.v1.fastGWA.gz
25841,Volume of grey matter in Cingulate Gyrus, posterior division (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25841.v1.fastGWA.gz
25842,Volume of grey matter in Precuneous Cortex (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25842.v1.fastGWA.gz
25843,Volume of grey matter in Precuneous Cortex (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25843.v1.fastGWA.gz
25844,Volume of grey matter in Cuneal Cortex (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25844.v1.fastGWA.gz
25845,Volume of grey matter in Cuneal Cortex (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25845.v1.fastGWA.gz
25846,Volume of grey matter in Frontal Orbital Cortex (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25846.v1.fastGWA.gz
25847,Volume of grey matter in Frontal Orbital Cortex (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25847.v1.fastGWA.gz
25848,Volume of grey matter in Parahippocampal Gyrus, anterior division (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25848.v1.fastGWA.gz
25849,Volume of grey matter in Parahippocampal Gyrus, anterior division (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25849.v1.fastGWA.gz
25850,Volume of grey matter in Parahippocampal Gyrus, posterior division (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25850.v1.fastGWA.gz
25851,Volume of grey matter in Parahippocampal Gyrus, posterior division (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25851.v1.fastGWA.gz
25852,Volume of grey matter in Lingual Gyrus (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25852.v1.fastGWA.gz
25853,Volume of grey matter in Lingual Gyrus (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25853.v1.fastGWA.gz
25854,Volume of grey matter in Temporal Fusiform Cortex, anterior division (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25854.v1.fastGWA.gz
25855,Volume of grey matter in Temporal Fusiform Cortex, anterior division (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25855.v1.fastGWA.gz
25856,Volume of grey matter in Temporal Fusiform Cortex, posterior division (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25856.v1.fastGWA.gz
25857,Volume of grey matter in Temporal Fusiform Cortex, posterior division (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25857.v1.fastGWA.gz
25858,Volume of grey matter in Temporal Occipital Fusiform Cortex (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25858.v1.fastGWA.gz
25859,Volume of grey matter in Temporal Occipital Fusiform Cortex (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25859.v1.fastGWA.gz
25860,Volume of grey matter in Occipital Fusiform Gyrus (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25860.v1.fastGWA.gz
25861,Volume of grey matter in Occipital Fusiform Gyrus (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25861.v1.fastGWA.gz
25862,Volume of grey matter in Frontal Operculum Cortex (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25862.v1.fastGWA.gz
25863,Volume of grey matter in Frontal Operculum Cortex (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25863.v1.fastGWA.gz
25864,Volume of grey matter in Central Opercular Cortex (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25864.v1.fastGWA.gz
25865,Volume of grey matter in Central Opercular Cortex (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25865.v1.fastGWA.gz
25866,Volume of grey matter in Parietal Operculum Cortex (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25866.v1.fastGWA.gz
25867,Volume of grey matter in Parietal Operculum Cortex (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25867.v1.fastGWA.gz
25868,Volume of grey matter in Planum Polare (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25868.v1.fastGWA.gz
25869,Volume of grey matter in Planum Polare (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25869.v1.fastGWA.gz
25870,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25870.v1.fastGWA.gz
25871,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25871.v1.fastGWA.gz
25872,Volume of grey matter in Planum Temporale (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25872.v1.fastGWA.gz
25873,Volume of grey matter in Planum Temporale (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25873.v1.fastGWA.gz
25874,Volume of grey matter in Supracalcarine Cortex (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25874.v1.fastGWA.gz
25875,Volume of grey matter in Supracalcarine Cortex (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25875.v1.fastGWA.gz
25876,Volume of grey matter in Occipital Pole (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25876.v1.fastGWA.gz
25877,Volume of grey matter in Occipital Pole (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25877.v1.fastGWA.gz
25878,Volume of grey matter in Thalamus (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25878.v1.fastGWA.gz
25879,Volume of grey matter in Thalamus (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25879.v1.fastGWA.gz
25880,Volume of grey matter in Caudate (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25880.v1.fastGWA.gz
25881,Volume of grey matter in Caudate (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25881.v1.fastGWA.gz
25882,Volume of grey matter in Putamen (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25882.v1.fastGWA.gz
25883,Volume of grey matter in Putamen (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25883.v1.fastGWA.gz
25884,Volume of grey matter in Pallidum (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25884.v1.fastGWA.gz
25885,Volume of grey matter in Pallidum (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25885.v1.fastGWA.gz
25886,Volume of grey matter in Hippocampus (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25886.v1.fastGWA.gz
25887,Volume of grey matter in Hippocampus (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25887.v1.fastGWA.gz
25888,Volume of grey matter in Amygdala (left),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25888.v1.fastGWA.gz
25889,Volume of grey matter in Amygdala (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25889.v1.fastGWA.gz
25890,Volume of grey matter in Ventral Striatum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25890.v1.fastGWA.gz
25891,Volume of grey matter in Ventral Striatum (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25891.v1.fastGWA.gz
25892,Volume of grey matter in Brain-Stem,Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25892.v1.fastGWA.gz
25893,Volume of grey matter in I-IV Cerebellum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25893.v1.fastGWA.gz
25894,Volume of grey matter in I-IV Cerebellum (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25894.v1.fastGWA.gz
25895,Volume of grey matter in V Cerebellum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25895.v1.fastGWA.gz
25896,Volume of grey matter in V Cerebellum (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25896.v1.fastGWA.gz
25897,Volume of grey matter in VI Cerebellum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25897.v1.fastGWA.gz
25898,Volume of grey matter in Vermis VI Cerebellum,Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25898.v1.fastGWA.gz
25899,Volume of grey matter in VI Cerebellum (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25899.v1.fastGWA.gz
25900,Volume of grey matter in Crus I Cerebellum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25900.v1.fastGWA.gz
25901,Volume of grey matter in Vermis Crus I Cerebellum,Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25901.v1.fastGWA.gz
25902,Volume of grey matter in Crus I Cerebellum (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25902.v1.fastGWA.gz
25903,Volume of grey matter in Crus II Cerebellum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25903.v1.fastGWA.gz
25904,Volume of grey matter in Vermis Crus II Cerebellum,Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25904.v1.fastGWA.gz
25905,Volume of grey matter in Crus II Cerebellum (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25905.v1.fastGWA.gz
25906,Volume of grey matter in VIIb Cerebellum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25906.v1.fastGWA.gz
25907,Volume of grey matter in Vermis VIIb Cerebellum,Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25907.v1.fastGWA.gz
25908,Volume of grey matter in VIIb Cerebellum (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25908.v1.fastGWA.gz
25909,Volume of grey matter in VIIIa Cerebellum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25909.v1.fastGWA.gz
25910,Volume of grey matter in Vermis VIIIa Cerebellum,Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25910.v1.fastGWA.gz
25911,Volume of grey matter in VIIIa Cerebellum (right),Continuous,LR,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25911.v1.fastGWA.gz
25912,Volume of grey matter in VIIIb Cerebellum (left),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25912.v1.fastGWA.gz
25913,Volume of grey matter in Vermis VIIIb Cerebellum,Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25913.v1.fastGWA.gz
25914,Volume of grey matter in VIIIb Cerebellum (right),Continuous,MLM,11090,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25914.v1.fastGWA.gz
