ID,Description,Data_type,Method,N,N_Case,N_Control,Gender_specific,URL
20003_1140868170,Treatment/medication code: prochlorperazine,Binary,LR,456276,634,455642,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140868170.v1.fastGWA.gz
20003_1140874014,Treatment/medication code: metronidazole,Binary,LR,456276,160,456116,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140874014.v1.fastGWA.gz
20003_1140883656,Treatment/medication code: hydroxyzine,Binary,LR,456276,139,456137,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140883656.v1.fastGWA.gz
20003_1141157132,Treatment/medication code: singulair 10mg tablet,Binary,LR,456276,326,455950,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141157132.v1.fastGWA.gz
20003_1140923572,Treatment/medication code: adipine mr 10 m/r tablet,Binary,MLM,456276,160,456116,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140923572.v1.fastGWA.gz
20003_1141157178,Treatment/medication code: senna product,Binary,LR,456276,149,456127,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141157178.v1.fastGWA.gz
20003_1140867818,Treatment/medication code: nortriptyline,Binary,LR,456276,264,456012,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140867818.v1.fastGWA.gz
20003_1140910706,Treatment/medication code: phenobarbital,Binary,LR,456276,113,456163,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140910706.v1.fastGWA.gz
20003_1140872492,Treatment/medication code: nicotine product,Binary,LR,456276,176,456100,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140872492.v1.fastGWA.gz
20003_1141152848,Treatment/medication code: quetiapine,Binary,LR,456276,255,456021,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141152848.v1.fastGWA.gz
20003_1141145900,Treatment/medication code: femara 2.5mg tablet,Binary,LR,456276,97,456179,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141145900.v1.fastGWA.gz
20003_1140868080,Treatment/medication code: cyclizine,Binary,LR,456276,166,456110,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140868080.v1.fastGWA.gz
20003_1140881446,Treatment/medication code: proctosedyl ointment,Binary,LR,456276,180,456096,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140881446.v1.fastGWA.gz
20003_1140879634,Treatment/medication code: trazodone,Binary,LR,456276,641,455635,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140879634.v1.fastGWA.gz
20003_1141168946,Treatment/medication code: viagra 50mg tablet,Binary,LR,456276,153,456123,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141168946.v1.fastGWA.gz
20003_1140929012,Treatment/medication code: pantoprazole,Binary,LR,456276,807,455469,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140929012.v1.fastGWA.gz
20003_1141171336,Treatment/medication code: eprosartan,Binary,LR,456276,263,456013,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141171336.v1.fastGWA.gz
20003_1140879792,Treatment/medication code: terbutaline,Binary,MLM,456276,676,455600,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140879792.v1.fastGWA.gz
20003_1140909788,Treatment/medication code: sodium cromoglicate,Binary,LR,456276,356,455920,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140909788.v1.fastGWA.gz
20003_1140871168,Treatment/medication code: voltarol 25mg e/c tablet,Binary,LR,456276,502,455774,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140871168.v1.fastGWA.gz
20003_1140881882,Treatment/medication code: timoptol 0.25% eye drops,Binary,MLM,456276,264,456012,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140881882.v1.fastGWA.gz
20003_1140911682,Treatment/medication code: selenium ace tablet,Binary,MLM,456276,602,455674,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140911682.v1.fastGWA.gz
20003_1140861780,Treatment/medication code: persantin 25mg tablet,Binary,LR,456276,271,456005,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140861780.v1.fastGWA.gz
20003_1140868458,Treatment/medication code: hormonin tablet,Binary,LR,456276,176,456100,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140868458.v1.fastGWA.gz
20003_1141192916,Treatment/medication code: rino clenil 50micrograms nasal spray,Binary,MLM,456276,873,455403,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141192916.v1.fastGWA.gz
20003_1141192410,Treatment/medication code: rosuvastatin,Binary,MLM,456276,2822,453454,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141192410.v1.fastGWA.gz
20003_1140871692,Treatment/medication code: morphine,Binary,LR,456276,260,456016,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140871692.v1.fastGWA.gz
20003_1140888538,Treatment/medication code: zinc product,Binary,MLM,456276,3037,453239,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140888538.v1.fastGWA.gz
20003_1141185986,Treatment/medication code: cetraben emollient cream,Binary,LR,456276,96,456180,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141185986.v1.fastGWA.gz
20003_1140871666,Treatment/medication code: piroxicam,Binary,LR,456276,156,456120,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140871666.v1.fastGWA.gz
20003_1140861166,Treatment/medication code: dilzem sr 60mg long acting m/r capsule,Binary,LR,456276,194,456082,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140861166.v1.fastGWA.gz
20003_1140873634,Treatment/medication code: clarithromycin,Binary,LR,456276,97,456179,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140873634.v1.fastGWA.gz
20003_1140878378,Treatment/medication code: dovonex 50micrograms/g ointment,Binary,LR,456276,96,456180,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140878378.v1.fastGWA.gz
20003_1140910640,Treatment/medication code: luteine,Binary,MLM,456276,325,455951,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140910640.v1.fastGWA.gz
20003_1140867998,Treatment/medication code: motilium 10mg tablet,Binary,LR,456276,143,456133,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140867998.v1.fastGWA.gz
20003_1140876146,Treatment/medication code: rhinocort 50micrograms nasal spray,Binary,LR,456276,171,456105,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140876146.v1.fastGWA.gz
20003_1140879644,Treatment/medication code: amantadine,Binary,LR,456276,128,456148,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140879644.v1.fastGWA.gz
20003_1140916980,Treatment/medication code: zantac 75 tablet,Binary,LR,456276,238,456038,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140916980.v1.fastGWA.gz
20003_1140855380,Treatment/medication code: salbuvent 100micrograms inhaler,Binary,LR,456276,98,456178,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140855380.v1.fastGWA.gz
20003_1140873476,Treatment/medication code: tetralysal 300 capsule,Binary,LR,456276,175,456101,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140873476.v1.fastGWA.gz
20003_1140923688,Treatment/medication code: zoton 15mg capsule,Binary,MLM,456276,316,455960,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140923688.v1.fastGWA.gz
20003_1140865336,Treatment/medication code: spasmonal 60mg capsule,Binary,LR,456276,297,455979,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865336.v1.fastGWA.gz
20003_1140910814,Treatment/medication code: sodium thyroxine,Binary,LR,456276,209,456067,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140910814.v1.fastGWA.gz
20003_1140879762,Treatment/medication code: celiprolol,Binary,LR,456276,114,456162,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140879762.v1.fastGWA.gz
20003_1141185326,Treatment/medication code: travatan 40micrograms/ml eye drops,Binary,LR,456276,296,455980,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141185326.v1.fastGWA.gz
20003_1141180598,Treatment/medication code: coversyl plus 4mg/1.25mg tablet,Binary,LR,456276,96,456180,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141180598.v1.fastGWA.gz
20003_1140865394,Treatment/medication code: hyoscine butylbromide,Binary,LR,456276,120,456156,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865394.v1.fastGWA.gz
20003_1140868460,Treatment/medication code: progynova 1mg tablet,Binary,LR,456276,190,456086,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140868460.v1.fastGWA.gz
20003_1141164276,Treatment/medication code: nebivolol,Binary,LR,456276,348,455928,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141164276.v1.fastGWA.gz
20003_1141195044,Treatment/medication code: hydroxycarbamide,Binary,LR,456276,186,456090,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141195044.v1.fastGWA.gz
20003_1140871506,Treatment/medication code: ketoprofen,Binary,LR,456276,132,456144,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140871506.v1.fastGWA.gz
20003_1140883748,Treatment/medication code: selenium product,Binary,LR,456276,1383,454893,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140883748.v1.fastGWA.gz
20003_1140862060,Treatment/medication code: ventolin 2mg tablet,Binary,LR,456276,175,456101,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140862060.v1.fastGWA.gz
20003_1140865670,Treatment/medication code: salazopyrin 500mg tablet,Binary,LR,456276,261,456015,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865670.v1.fastGWA.gz
20003_1140868588,Treatment/medication code: progesterone product,Binary,LR,456276,155,456121,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140868588.v1.fastGWA.gz
20003_1141164086,Treatment/medication code: salmeterol+fluticasone propionate,Binary,LR,456276,818,455458,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141164086.v1.fastGWA.gz
20003_1140860690,Treatment/medication code: cardura 1mg tablet,Binary,LR,456276,229,456047,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140860690.v1.fastGWA.gz
20003_1141185316,Treatment/medication code: travoprost,Binary,LR,456276,161,456115,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141185316.v1.fastGWA.gz
20003_1140922714,Treatment/medication code: dorzolamide,Binary,LR,456276,113,456163,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140922714.v1.fastGWA.gz
20003_1140860750,Treatment/medication code: captopril,Binary,LR,456276,197,456079,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140860750.v1.fastGWA.gz
20003_1141168936,Treatment/medication code: sildenafil,Binary,LR,456276,836,455440,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141168936.v1.fastGWA.gz
20003_1140870504,Treatment/medication code: hydroxocobalamin product,Binary,LR,456276,106,456170,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140870504.v1.fastGWA.gz
20003_1140928004,Treatment/medication code: zimovane ls 3.75mg tablet,Binary,LR,456276,148,456128,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140928004.v1.fastGWA.gz
20003_1140865800,Treatment/medication code: lactulose product,Binary,LR,456276,1185,455091,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865800.v1.fastGWA.gz
20003_1140888172,Treatment/medication code: mometasone,Binary,MLM,456276,892,455384,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140888172.v1.fastGWA.gz
20003_1141174508,Treatment/medication code: reductil 10mg capsule,Binary,LR,456276,132,456144,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141174508.v1.fastGWA.gz
20003_1140874816,Treatment/medication code: dexamethasone,Binary,LR,456276,107,456169,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140874816.v1.fastGWA.gz
20003_1141168590,Treatment/medication code: pariet 10mg e/c tablet,Binary,LR,456276,278,455998,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141168590.v1.fastGWA.gz
20003_1140862944,Treatment/medication code: carbocisteine,Binary,LR,456276,232,456044,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140862944.v1.fastGWA.gz
20003_1141174032,Treatment/medication code: doublebase gel,Binary,LR,456276,230,456046,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141174032.v1.fastGWA.gz
20003_1140873966,Treatment/medication code: trimethoprim,Binary,LR,456276,452,455824,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140873966.v1.fastGWA.gz
20003_1141173328,Treatment/medication code: ursodeoxycholic acid,Binary,LR,456276,141,456135,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141173328.v1.fastGWA.gz
20003_1140888758,Treatment/medication code: penicillin v,Binary,LR,456276,221,456055,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140888758.v1.fastGWA.gz
20003_1141190960,Treatment/medication code: tramacet 325mg/37.5mg tablet,Binary,LR,456276,148,456128,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141190960.v1.fastGWA.gz
20003_1140865382,Treatment/medication code: merbentyl 10mg tablet,Binary,LR,456276,132,456144,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865382.v1.fastGWA.gz
20003_1140909872,Treatment/medication code: vitamin b1 preparation,Binary,LR,456276,179,456097,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140909872.v1.fastGWA.gz
20003_1140883520,Treatment/medication code: chlorpheniramine,Binary,LR,456276,114,456162,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140883520.v1.fastGWA.gz
20003_1140862770,Treatment/medication code: zirtek 10mg tablet,Binary,LR,456276,119,456157,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140862770.v1.fastGWA.gz
20003_1140870488,Treatment/medication code: forceval capsule,Binary,LR,456276,125,456151,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140870488.v1.fastGWA.gz
20003_1140912212,Treatment/medication code: menophase tablet,Binary,LR,456276,121,456155,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140912212.v1.fastGWA.gz
20003_1140923670,Treatment/medication code: gtn - glyceryl trinitrate,Binary,LR,456276,782,455494,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140923670.v1.fastGWA.gz
20003_1140871112,Treatment/medication code: vitamin e product,Binary,MLM,456276,1707,454569,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140871112.v1.fastGWA.gz
20003_1141164060,Treatment/medication code: pramipexole,Binary,LR,456276,189,456087,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141164060.v1.fastGWA.gz
20003_1141193272,Treatment/medication code: testogel 50mg gel 5g sachet,Binary,LR,456276,162,456114,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141193272.v1.fastGWA.gz
20003_1140873450,Treatment/medication code: tetracycline,Binary,LR,456276,125,456151,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140873450.v1.fastGWA.gz
20003_1140880956,Treatment/medication code: fentanyl,Binary,MLM,456276,109,456167,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140880956.v1.fastGWA.gz
20003_1140862144,Treatment/medication code: salmeterol,Binary,MLM,456276,1199,455077,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140862144.v1.fastGWA.gz
20003_1141168648,Treatment/medication code: solpadeine tablet,Binary,LR,456276,97,456179,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141168648.v1.fastGWA.gz
20003_1140860954,Treatment/medication code: isosorbide mononitrate,Binary,LR,456276,1511,454765,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140860954.v1.fastGWA.gz
20003_1140871052,Treatment/medication code: calcium carbonate+cholecalciferol 1.25g/5micrograms tablet,Binary,LR,456276,187,456089,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140871052.v1.fastGWA.gz
20003_1140860728,Treatment/medication code: quinapril,Binary,LR,456276,197,456079,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140860728.v1.fastGWA.gz
20003_1140878512,Treatment/medication code: capasal shampoo,Binary,LR,456276,109,456167,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140878512.v1.fastGWA.gz
20003_1141191748,Treatment/medication code: respiratory mometasone,Binary,LR,456276,258,456018,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141191748.v1.fastGWA.gz
20003_1140877826,Treatment/medication code: sodium bicarbonate,Binary,LR,456276,116,456160,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140877826.v1.fastGWA.gz
20003_1140872036,Treatment/medication code: paramax tablet,Binary,LR,456276,152,456124,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140872036.v1.fastGWA.gz
20003_1140868426,Treatment/medication code: triamcinolone,Binary,LR,456276,159,456117,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140868426.v1.fastGWA.gz
20003_1140865716,Treatment/medication code: senna,Binary,MLM,456276,852,455424,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865716.v1.fastGWA.gz
20003_1140860790,Treatment/medication code: enalapril maleate+hydrochlorothiazide 20mg/12.5mg tablet,Binary,LR,456276,123,456153,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140860790.v1.fastGWA.gz
20003_1140922806,Treatment/medication code: premique cycle 10mg tablet,Binary,LR,456276,157,456119,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140922806.v1.fastGWA.gz
20003_1141184726,Treatment/medication code: xalacom 0.005%/0.5% eye drops,Binary,LR,456276,245,456031,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141184726.v1.fastGWA.gz
20003_1140879782,Treatment/medication code: indoramin,Binary,MLM,456276,113,456163,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140879782.v1.fastGWA.gz
20003_1140879392,Treatment/medication code: manevac granules,Binary,LR,456276,155,456121,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140879392.v1.fastGWA.gz
20003_1140868364,Treatment/medication code: prednisone,Binary,LR,456276,277,455999,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140868364.v1.fastGWA.gz
20003_1140888176,Treatment/medication code: mometasone furoate 0.1% ointment,Binary,LR,456276,98,456178,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140888176.v1.fastGWA.gz
20003_1140910884,Treatment/medication code: dovonex scalp solution,Binary,LR,456276,95,456181,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140910884.v1.fastGWA.gz
20003_1140856342,Treatment/medication code: syndol tablet,Binary,MLM,456276,350,455926,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140856342.v1.fastGWA.gz
20003_1141166086,Treatment/medication code: rennie duo oral suspension,Binary,LR,456276,149,456127,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141166086.v1.fastGWA.gz
20003_1141168752,Treatment/medication code: peptac liquid,Binary,MLM,456276,406,455870,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141168752.v1.fastGWA.gz
20003_1141189090,Treatment/medication code: rosiglitazone 1mg / metformin 500mg tablet,Binary,LR,456276,174,456102,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141189090.v1.fastGWA.gz
20003_1140927320,Treatment/medication code: dermol 500 lotion,Binary,LR,456276,129,456147,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140927320.v1.fastGWA.gz
20003_1140928274,Treatment/medication code: ropinirole,Binary,LR,456276,308,455968,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140928274.v1.fastGWA.gz
20003_1140865752,Treatment/medication code: ispaghula husk,Binary,LR,456276,417,455859,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865752.v1.fastGWA.gz
20003_1140863302,Treatment/medication code: lorazepam,Binary,MLM,456276,157,456119,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140863302.v1.fastGWA.gz
20003_1140888366,Treatment/medication code: thiamine preparation,Binary,LR,456276,656,455620,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140888366.v1.fastGWA.gz
20003_1140868064,Treatment/medication code: serc-8 tablet,Binary,LR,456276,124,456152,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140868064.v1.fastGWA.gz
20003_1141166294,Treatment/medication code: leflunomide,Binary,LR,456276,189,456087,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141166294.v1.fastGWA.gz
20003_1140865762,Treatment/medication code: regulan 3.6g/sachet powder,Binary,LR,456276,98,456178,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865762.v1.fastGWA.gz
20003_1141192248,Treatment/medication code: vardenafil,Binary,LR,456276,119,456157,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141192248.v1.fastGWA.gz
20003_1141172682,Treatment/medication code: irbesartan+hydrochlorothiazide 150mg/12.5mg tablet,Binary,LR,456276,102,456174,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141172682.v1.fastGWA.gz
20003_1140866236,Treatment/medication code: spironolactone,Binary,LR,456276,841,455435,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140866236.v1.fastGWA.gz
20003_1140865872,Treatment/medication code: magnesium citrate,Binary,LR,456276,163,456113,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865872.v1.fastGWA.gz
20003_1140909482,Treatment/medication code: opticrom allergy eye drops,Binary,LR,456276,279,455997,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140909482.v1.fastGWA.gz
20003_1140865668,Treatment/medication code: sulphasalazine,Binary,LR,456276,233,456043,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865668.v1.fastGWA.gz
20003_1140876384,Treatment/medication code: glandosane plain spray,Binary,LR,456276,91,456185,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140876384.v1.fastGWA.gz
20003_1141188836,Treatment/medication code: felendil xl 5mg m/r tablet,Binary,LR,456276,106,456170,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141188836.v1.fastGWA.gz
20003_1140864618,Treatment/medication code: zestoretic 10 tablet,Binary,LR,456276,92,456184,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140864618.v1.fastGWA.gz
20003_1141157264,Treatment/medication code: salmeterol product,Binary,MLM,456276,274,456002,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141157264.v1.fastGWA.gz
20003_1140864070,Treatment/medication code: kapake tablet,Binary,LR,456276,113,456163,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140864070.v1.fastGWA.gz
20003_1141200072,Treatment/medication code: lyrica 25mg capsule,Binary,LR,456276,126,456150,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141200072.v1.fastGWA.gz
20003_1140882272,Treatment/medication code: oramorph 10mg/5ml oral solution,Binary,MLM,456276,116,456160,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140882272.v1.fastGWA.gz
20003_1141181868,Treatment/medication code: omacor 1g capsule,Binary,LR,456276,551,455725,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141181868.v1.fastGWA.gz
20003_1140875336,Treatment/medication code: nabumetone,Binary,LR,456276,204,456072,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140875336.v1.fastGWA.gz
20003_1141157402,Treatment/medication code: prednisolone product,Binary,LR,456276,159,456117,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141157402.v1.fastGWA.gz
20003_1141171496,Treatment/medication code: trospium,Binary,LR,456276,201,456075,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141171496.v1.fastGWA.gz
20003_1141168650,Treatment/medication code: solpadeine capsule,Binary,LR,456276,119,456157,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141168650.v1.fastGWA.gz
20003_1140865414,Treatment/medication code: peppermint oil product,Binary,LR,456276,222,456054,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865414.v1.fastGWA.gz
20003_1141179764,Treatment/medication code: tenofovir,Binary,LR,456276,122,456154,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141179764.v1.fastGWA.gz
20003_1140883706,Treatment/medication code: nedocromil,Binary,LR,456276,99,456177,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140883706.v1.fastGWA.gz
20003_1141190160,Treatment/medication code: vascalpha 5mg m/r tablet,Binary,LR,456276,142,456134,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141190160.v1.fastGWA.gz
20003_1140861128,Treatment/medication code: tildiem 60mg m/r tablet,Binary,LR,456276,851,455425,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140861128.v1.fastGWA.gz
20003_1140911642,Treatment/medication code: tacrolimus,Binary,LR,456276,196,456080,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140911642.v1.fastGWA.gz
20003_1140865618,Treatment/medication code: nizatidine,Binary,LR,456276,93,456183,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865618.v1.fastGWA.gz
20003_1140865000,Treatment/medication code: zydol 50mg capsule,Binary,LR,456276,122,456154,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140865000.v1.fastGWA.gz
20003_1140860834,Treatment/medication code: glyceryl trinitrate,Binary,LR,456276,1397,454879,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140860834.v1.fastGWA.gz
20003_1140879494,Treatment/medication code: metoclopramide,Binary,LR,456276,531,455745,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140879494.v1.fastGWA.gz
20003_1141157364,Treatment/medication code: metronidazole product,Binary,LR,456276,99,456177,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141157364.v1.fastGWA.gz
20003_1141157252,Treatment/medication code: glyceryl trinitrate product,Binary,LR,456276,418,455858,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141157252.v1.fastGWA.gz
20003_1140852756,Treatment/medication code: vitamin a,Binary,LR,456276,152,456124,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140852756.v1.fastGWA.gz
20003_1141164872,Treatment/medication code: sinemet-62.5 tablet,Binary,LR,456276,144,456132,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1141164872.v1.fastGWA.gz
20003_1140860904,Treatment/medication code: trandolapril,Binary,LR,456276,257,456019,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140860904.v1.fastGWA.gz
20003_1140871680,Treatment/medication code: tylex capsule,Binary,MLM,456276,211,456065,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/20003_1140871680.v1.fastGWA.gz
